symbol,name,dimension,isSI,category,baseUnit,conversionRef,isExact,A,B,C,D,underlyingDef,description
lbm.ft2/s2,pound-mass square foot per second squared,L2M/T2,false,derived,N.m,DERIVED,true,0,0.0421401100938048,1,0,,
pdl.ft,foot poundal,L2M/T2,false,derived,N.m,DERIVED,true,0,0.0421401100938048,1,0,,
tonf[US].ft,US ton-force foot,L2M/T2,false,derived,N.m,DERIVED,true,0,2.7116358966628008E3,1,0,,
tonf[US].mi,US ton-force mile,L2M/T2,false,derived,N.m,DERIVED,true,0,1.4317437534379588224E7,1,0,,
aJ,attojoule,L2M/T2,true,prefixed,J,DERIVED,true,0,1E-18,1,0,,
ccal[th],hundredth of calorie,L2M/T2,false,prefixed,J,DERIVED,true,0,0.04184,1,0,,
ceV,centielectronvolt,L2M/T2,true,prefixed,J,DERIVED,false,0,1.602176487E-21,1,0,,
cJ,centijoule,L2M/T2,true,prefixed,J,DERIVED,true,0,0.01,1,0,,
dcal[th],tenth of calorie,L2M/T2,false,prefixed,J,DERIVED,true,0,0.4184,1,0,,
deV,decielectronvolt,L2M/T2,true,prefixed,J,DERIVED,false,0,1.602176487E-20,1,0,,
dJ,decijoule,L2M/T2,true,prefixed,J,DERIVED,true,0,0.1,1,0,,
Ecal[th],million million million calorie,L2M/T2,false,prefixed,J,DERIVED,true,0,4.184E18,1,0,,
EeV,exaelectronvolt,L2M/T2,true,prefixed,J,DERIVED,false,0,1.602176487E-1,1,0,,
EJ,exajoule,L2M/T2,true,prefixed,J,DERIVED,true,0,1E18,1,0,,
fcal[th],femtocalorie,L2M/T2,false,prefixed,J,DERIVED,true,0,4.184E-15,1,0,,
feV,femtoelectronvolt,L2M/T2,true,prefixed,J,DERIVED,false,0,1.602176487E-34,1,0,,
fJ,femtojoule,L2M/T2,true,prefixed,J,DERIVED,true,0,1E-15,1,0,,
Gcal[th],thousand million calorie,L2M/T2,false,prefixed,J,DERIVED,true,0,4.184E9,1,0,,
GeV,gigaelectronvolt,L2M/T2,true,prefixed,J,DERIVED,false,0,1.602176487E-10,1,0,,
GJ,gigajoule,L2M/T2,true,prefixed,J,DERIVED,true,0,1E9,1,0,,
kcal[th],thousand calorie,L2M/T2,false,prefixed,J,DERIVED,true,0,4184,1,0,,thermochemical calorie
keV,kiloelectronvolt,L2M/T2,true,prefixed,J,DERIVED,false,0,1.602176487E-16,1,0,,
kJ,kilojoule,L2M/T2,true,prefixed,J,DERIVED,true,0,1E3,1,0,,
mcal[th],thousandth of calorie,L2M/T2,false,prefixed,J,DERIVED,true,0,0.004184,1,0,,
Mcal[th],million calorie,L2M/T2,false,prefixed,J,DERIVED,true,0,4.184E6,1,0,,
MeV,megaelectronvolt,L2M/T2,true,prefixed,J,DERIVED,false,0,1.602176487E-13,1,0,,
meV,millielectronvolt,L2M/T2,true,prefixed,J,DERIVED,false,0,1.602176487E-22,1,0,,
mJ,millijoule,L2M/T2,true,prefixed,J,DERIVED,true,0,1E-3,1,0,,
MJ,megajoule,L2M/T2,true,prefixed,J,DERIVED,true,0,1E6,1,0,,
ncal[th],nanocalorie,L2M/T2,false,prefixed,J,DERIVED,true,0,4.184E-9,1,0,,
neV,nanoelectronvolt,L2M/T2,true,prefixed,J,DERIVED,false,0,1.602176487E-28,1,0,,
nJ,nanojoule,L2M/T2,true,prefixed,J,DERIVED,true,0,1E-9,1,0,,
pcal[th],picocalorie,L2M/T2,false,prefixed,J,DERIVED,true,0,4.184E-12,1,0,,
peV,picoelectronvolt,L2M/T2,true,prefixed,J,DERIVED,false,0,1.602176487E-31,1,0,,
pJ,picojoule,L2M/T2,true,prefixed,J,DERIVED,true,0,1E-12,1,0,,
Tcal[th],million million calorie,L2M/T2,false,prefixed,J,DERIVED,true,0,4.184E12,1,0,,
TeV,teraelectronvolt,L2M/T2,true,prefixed,J,DERIVED,false,0,1.602176487E-7,1,0,,
TJ,terajoule,L2M/T2,true,prefixed,J,DERIVED,true,0,1E12,1,0,,
ucal[th],millionth of calorie,L2M/T2,false,prefixed,J,DERIVED,true,0,4.184E-6,1,0,,
ueV,microelectronvolt,L2M/T2,true,prefixed,J,DERIVED,false,0,1.602176487E-25,1,0,,
uJ,microjoule,L2M/T2,true,prefixed,J,DERIVED,true,0,1E-6,1,0,,
W,watt,L2M/T3,true,atom-special,IS-BASE,,,,,,,,The power that represents a rate of energy transfer of 1 J/s.
hp,horsepower,L2M/T3,false,atom,W,UK-1995,true,0,745.69987158227022,1,0,550 lbf.ft/s,"The mechanical horsepower, also known as imperial horsepower, of exactly 550 foot pound-force per second."
hp[elec],electric-horsepower,L2M/T3,false,atom,W,NIST-SI,true,0,746,1,0,746 W,The horsepower used for electrical machines is defined as exactly 746 W. Outside the United States watts are generally used for electrical power applications.
hp[hyd],hydraulic-horsepower,L2M/T3,false,atom,W,NIST-SI,false,0,746.043,1,0,,"Also called water horsepower (from NIST-SI). Commonly calculated with the equation HHP=P*Q/1714, where P stands for pressure in pounds per square inch, Q stands for flow rate in gallons per minute, and 1714 is a conversion factor necessary to yield HHP in terms of horsepower (from Schlumberger Oilfield Glossary)."
hp[metric],metric-horsepower,L2M/T3,false,atom,W,EEC-71-354,false,0,735.49875,1,0,,"The power to raise a mass of 75 kilograms against the earth's gravitational force over a distance of one metre in one second. Also known as the Pferdestarke (PS), the paardenkracht (pk), the cheval vapeur (CV) and the cavallo vapore (cv)."
tonRefrig,ton-refrigeration,L2M/T3,false,atom,W,NIST-SI,true,0,1.266067023144E7,3600,0,12000 Btu[IT]/h,"A ton of refrigeration is 12,000 (international table) Btu/h."
J/s,joule per second,L2M/T3,true,derived,IS-BASE,,,,,,,W,
1E6 Btu[IT]/h,million BTU per hour,L2M/T3,false,derived,J/s,DERIVED,true,0,1.05505585262E9,3600,0,,
Btu[IT]/h,BTU per hour,L2M/T3,false,derived,J/s,DERIVED,true,0,1055.05585262,3600,0,,
Btu[IT]/min,BTU per minute,L2M/T3,false,derived,J/s,DERIVED,true,0,1055.05585262,60,0,,
Btu[IT]/s,BTU per second,L2M/T3,false,derived,J/s,DERIVED,true,0,1055.05585262,1,0,,
cal[th]/h,calorie per hour,L2M/T3,false,derived,J/s,DERIVED,true,0,4.184,3600,0,,
EJ/a,exajoule per julian-year,L2M/T3,false,derived,J/s,DERIVED,true,0,1.E18,3.15576E7,0,,
erg/a,erg per julian-year,L2M/T3,false,derived,J/s,DERIVED,true,0,1E-7,3.15576E7,0,,
kcal[th]/h,thousand calorie per hour,L2M/T3,false,derived,J/s,DERIVED,true,0,4184,3600,0,,
lbf.ft/min,foot pound-force per minute,L2M/T3,false,derived,J/s,DERIVED,true,0,1.3558179483314004,60,0,,
lbf.ft/s,foot pound-force per second,L2M/T3,false,derived,J/s,DERIVED,true,0,1.3558179483314004,1,0,,
MJ/a,megajoule per julian-year,L2M/T3,false,derived,J/s,DERIVED,true,0,1E6,3.15576E7,0,,
quad/a,quad per julian-year,L2M/T3,false,derived,J/s,DERIVED,true,0,1.05505585262E18,3.15576E7,0,,
TJ/a,terajoule per julian-year,L2M/T3,false,derived,J/s,DERIVED,true,0,1E12,3.15576E7,0,,
ucal[th]/s,millionth of calorie per second,L2M/T3,false,derived,J/s,DERIVED,true,0,4.184E-6,1,0,,
cW,centiwatt,L2M/T3,true,prefixed,W,DERIVED,true,0,0.01,1,0,,
dW,deciwatt,L2M/T3,true,prefixed,W,DERIVED,true,0,0.1,1,0,,
EW,exawatt,L2M/T3,true,prefixed,W,DERIVED,true,0,1E18,1,0,,
fW,femtowatt,L2M/T3,true,prefixed,W,DERIVED,true,0,1E-15,1,0,,
GW,gigawatt,L2M/T3,true,prefixed,W,DERIVED,true,0,1E9,1,0,,
kW,kilowatt,L2M/T3,true,prefixed,W,DERIVED,true,0,1E3,1,0,,
mW,milliwatt,L2M/T3,true,prefixed,W,DERIVED,true,0,1E-3,1,0,,
MW,megawatt,L2M/T3,true,prefixed,W,DERIVED,true,0,1E6,1,0,,
nW,nanowatt,L2M/T3,true,prefixed,W,DERIVED,true,0,1E-9,1,0,,
pW,picowatt,L2M/T3,true,prefixed,W,DERIVED,true,0,1E-12,1,0,,
TW,terawatt,L2M/T3,true,prefixed,W,DERIVED,true,0,1E12,1,0,,
uW,microwatt,L2M/T3,true,prefixed,W,DERIVED,true,0,1E-6,1,0,,
m/Pa,metre per Pascal,L2T2/M,true,derived,IS-BASE,,,,,,,,
ft/psi,foot per psi,L2T2/M,false,derived,m/Pa,DERIVED,true,0,1.96644768E-4,4.4482216152605,0,,
m/kPa,metre per kilopascal,L2T2/M,true,derived,m/Pa,DERIVED,true,0,1E-3,1,0,,
bbl,barrel,L3,false,atom,m3,NIST-SI,true,0,0.158987294928,1,0,42 gal[US],"42 US gallons. 1 barrel of oil (bbl) is defined as exactly 42 US liquid gallons. 1 US liquid gallon is defined as exactly 231 cubic inches (see NIST-130 reference). 1 inch is defined as exactly 0.0254 metres. Therefore, 1 bbl = (42 x 231 x 0.0254**3) m3 = 0.158987294928 m3 exactly. Note that this definition is based in the international inch and NOT the older US survey inch."
floz[UK],UK fluid-ounce,L3,false,atom,m3,UK-1985,true,0,0.00454609,160,0,1/20 pt[UK],"United Kingdom 1/20 of UK pint. Therefore, 1/160 of UK gallon or (1/160)* 4.54609 cubic decimetres. From UK-1985."
floz[US],US fluid-ounce,L3,false,atom,m3,NIST-44,true,0,0.003785411784,128,0,1/128 gal[US],"1/16 of US pint which is 1/8 of US gallon. Therefore, 1/128 of US gallon."
gal[UK],UK gallon,L3,false,atom,m3,UK-1985,true,0,0.00454609,1,0,4.54609 dm3,"United Kingdom Imperial gallon. In Great Britain, a unit of capacity, by the Weights and Measures Act of 1985, exactly ""4.54609 cubic decimeters""."
gal[US],US gallon,L3,false,atom,m3,NIST-44,true,0,0.003785411784,1,0,231 in3,"The United States liquid gallon is legally defined as 231 cubic inches, and is equal to exactly 3.785411784 litres. Authorized tables, US Code, Title 15, chapter 6, subchapter I, section 205."
L,litre,L3,true,atom-allowed,m3,NIST-44,true,0,1E-3,1,0,dm3,"Liquid volume. In the US, this is called a liter. By action of the 12th General Conference on Weights and Measures (1964), the liter is a special name for the cubic decimeter."
pt[UK],UK pint,L3,false,atom,m3,UK-1985,true,0,0.00454609,8,0,1/8 gal[UK],There are two pints to one quart
pt[US],US pint,L3,false,atom,m3,NIST-44,true,0,0.003785411784,8,0,1/8 gal[US],There are two pints to one quart
qt[UK],UK quart,L3,false,atom,m3,UK-1985,true,0,0.00454609,4,0,1/4 gal[UK],There are four quarts to one gallon.
qt[US],US quart,L3,false,atom,m3,NIST-44,true,0,0.003785411784,4,0,1/4 gal[US],There are four quarts to one gallon.
TD[API].m,teradarcy-API metre,L3,true,derived,IS-BASE,,,,,,,m3,
1000 bbl,thousand barrel,L3,false,derived,m3,DERIVED,true,0,158.987294928,1,0,,
1000 ft3,thousand cubic foot,L3,false,derived,m3,DERIVED,true,0,28.316846592,1,0,,
1000 gal[UK],thousand UK gallon,L3,false,derived,m3,DERIVED,true,0,4.54609,1,0,,
1000 gal[US],thousand US gallon,L3,false,derived,m3,DERIVED,true,0,3.785411784,1,0,,
1000 m3,thousand cubic metre,L3,false,derived,m3,DERIVED,true,0,1E3,1,0,,
1E12 ft3,million million cubic foot,L3,false,derived,m3,DERIVED,true,0,2.8316846592E10,1,0,,
1E6 bbl,million barrel,L3,false,derived,m3,DERIVED,true,0,1.58987294928E5,1,0,,
1E6 ft3,million cubic foot,L3,false,derived,m3,DERIVED,true,0,2.8316846592E4,1,0,,
1E-6 gal[US],millionth of US gallon,L3,false,derived,m3,DERIVED,true,0,3.785411784E-9,1,0,,
1E6 m3,million cubic metre,L3,false,derived,m3,DERIVED,true,0,1E6,1,0,,
1E9 bbl,thousand million barrel,L3,false,derived,m3,DERIVED,true,0,1.58987294928E8,1,0,,
1E9 ft3,thousand million cubic foot,L3,false,derived,m3,DERIVED,true,0,2.8316846592E7,1,0,,
acre.ft,acre foot,L3,false,derived,m3,DERIVED,true,0,1.911900672E10,1.5499969E7,0,,
cm3,cubic centimetre,L3,true,derived,m3,DERIVED,true,0,1E-6,1,0,,
dm3,cubic decimetre,L3,true,derived,m3,DERIVED,true,0,1E-3,1,0,,
ha.m,hectare metre,L3,true,derived,m3,DERIVED,true,0,1E4,1,0,,
km3,cubic kilometre,L3,true,derived,m3,DERIVED,true,0,1E9,1,0,,
mm3,cubic millimetre,L3,true,derived,m3,DERIVED,true,0,1E-9,1,0,,
um2.m,square micrometre metre,L3,true,derived,m3,DERIVED,true,0,1E-12,1,0,,
D.ft,darcy foot,L3,false,derived,TD[API].m,DERIVED,true,0,0.3048E-12,1.01325,0,,
D.m,darcy metre,L3,false,derived,TD[API].m,DERIVED,true,0,1E-12,1.01325,0,,
mD.ft,millidarcy foot,L3,false,derived,TD[API].m,DERIVED,true,0,0.3048E-15,1.01325,0,,
mD.m,millidarcy metre,L3,false,derived,TD[API].m,DERIVED,true,0,1E-15,1.01325,0,,
m3,cubic metre,L3,true,derived,IS-BASE,,,,,,,,
ft3,cubic foot,L3,false,derived,m3,DERIVED,true,0,0.028316846592,1,0,,The volume of a cube with sides of one foot (0.3048 m) in length
in3,cubic inch,L3,false,derived,m3,DERIVED,true,0,1.6387064E-5,1,0,,
mi3,cubic mile,L3,false,derived,m3,DERIVED,true,0,4.168181825440579584E9,1,0,,
yd3,cubic yard,L3,false,derived,m3,DERIVED,true,0,0.764554857984,1,0,,
hL,hectolitre,L3,true,prefixed,m3,DERIVED,true,0,0.1,1,0,,
mL,millilitre,L3,true,prefixed,m3,DERIVED,true,0,1E-6,1,0,,
m3/rad,cubic metre per radian,L3/A,true,derived,IS-BASE,,,,,,,,
ft3/rad,cubic foot per radian,L3/A,false,derived,m3/rad,DERIVED,true,0,0.028316846592,1,0,,
m3/rev,cubic metre per revolution,L3/A,false,derived,m3/rad,DERIVED,true,0,1,6.283185307179586,0,,
m3/kg,cubic metre per kilogram,L3/M,true,derived,IS-BASE,,,,,,,,
0.01 L/kg,litre per hundred kilogram,L3/M,false,derived,m3/kg,DERIVED,true,0,1E-5,1,0,,
bbl/ton[UK],barrel per UK ton-mass,L3/M,false,derived,m3/kg,DERIVED,true,0,0.158987294928,1016.0469088,0,,
bbl/ton[US],barrel per US ton-mass,L3/M,false,derived,m3/kg,DERIVED,true,0,0.158987294928,907.18474,0,,
cm3/g,cubic centimetre per gram,L3/M,true,derived,m3/kg,DERIVED,true,0,1E-3,1,0,,
dm3/kg,cubic decimetre per kilogram,L3/M,true,derived,m3/kg,DERIVED,true,0,1E-3,1,0,,
dm3/t,cubic decimetre per ton,L3/M,true,derived,m3/kg,DERIVED,true,0,1E-6,1,0,,
ft3/kg,cubic foot per kilogram,L3/M,false,derived,m3/kg,DERIVED,true,0,0.028316846592,1,0,,
ft3/lbm,cubic foot per pound-mass,L3/M,false,derived,m3/kg,DERIVED,true,0,0.028316846592,0.45359237,0,,
ft3/sack[94lbm],cubic foot per 94-pound-sack,L3/M,false,derived,m3/kg,DERIVED,false,0,0.028316846592,42.63768278,0,,
gal[UK]/lbm,UK gallon per pound-mass,L3/M,false,derived,m3/kg,DERIVED,true,0,0.00454609,0.45359237,0,,
gal[US]/lbm,US gallon per pound-mass,L3/M,false,derived,m3/kg,DERIVED,true,0,0.003785411784,0.45359237,0,,
gal[US]/sack[94lbm],US gallon per 94-pound-sack,L3/M,false,derived,m3/kg,DERIVED,false,0,0.003785411784,42.63768278,0,,
gal[US]/ton[UK],US gallon per UK ton-mass,L3/M,false,derived,m3/kg,DERIVED,true,0,0.003785411784,1016.0469088,0,,
gal[US]/ton[US],US gallon per US ton-mass,L3/M,false,derived,m3/kg,DERIVED,true,0,0.003785411784,907.18474,0,,
L/kg,litre per kilogram,L3/M,true,derived,m3/kg,DERIVED,true,0,1E-3,1,0,,
L/t,litre per tonne,L3/M,true,derived,m3/kg,DERIVED,true,0,1E-6,1,0,,
L/ton[UK],litre per UK ton-mass,L3/M,false,derived,m3/kg,DERIVED,true,0,1E-3,1016.0469088,0,,
m3/g,cubic metre per gram,L3/M,true,derived,m3/kg,DERIVED,true,0,1E3,1,0,,
m3/t,cubic metre per tonne,L3/M,true,derived,m3/kg,DERIVED,true,0,1E-3,1,0,,
m3/ton[UK],cubic metre per UK ton-mass,L3/M,false,derived,m3/kg,DERIVED,true,0,1,1016.0469088,0,,
m3/ton[US],cubic metre per US ton-mass,L3/M,false,derived,m3/kg,DERIVED,true,0,1,907.18474,0,,
m3/mol,cubic metre per gram-mole,L3/N,true,derived,IS-BASE,,,,,,,,
dm3/kmol,cubic decimetre per kilogram-mole,L3/N,true,derived,m3/mol,DERIVED,true,0,1E-6,1,0,,
ft3/lbmol,cubic foot per pound-mass-mole,L3/N,false,derived,m3/mol,DERIVED,true,0,0.028316846592,453.59237,0,,
L/kmol,litre per kilogram-mole,L3/N,true,derived,m3/mol,DERIVED,true,0,1E-6,1,0,,
L/mol,litre per gram-mole,L3/N,true,derived,m3/mol,DERIVED,true,0,1E-3,1,0,,
m3/kmol,cubic metre per kilogram-mole,L3/N,true,derived,m3/mol,DERIVED,true,0,1E-3,1,0,,
m3/s,cubic metre per second,L3/T,true,derived,IS-BASE,,,,,,,,
1/30 cm3/min,cubic centimetre per thirty minute,L3/T,false,derived,m3/s,DERIVED,true,0,1E-6,1800,0,,
1000 bbl/d,thousand barrel per day,L3/T,false,derived,m3/s,DERIVED,true,0,158.987294928,8.64E4,0,,
1000 ft3/d,thousand cubic foot per day,L3/T,false,derived,m3/s,DERIVED,true,0,28.316846592,8.64E4,0,,
1000 m3/d,thousand cubic metre per day,L3/T,false,derived,m3/s,DERIVED,true,0,1E3,8.64E4,0,,
1000 m3/h,thousand cubic metre per hour,L3/T,false,derived,m3/s,DERIVED,true,0,1E3,3600,0,,
1E6 bbl/d,million barrel per day,L3/T,false,derived,m3/s,DERIVED,true,0,1.58987294928E5,86400,0,,
1E6 ft3/d,million cubic foot per day,L3/T,false,derived,m3/s,DERIVED,true,0,2.8316846592E4,8.64E4,0,,
1E6 m3/d,million cubic metre per day,L3/T,false,derived,m3/s,DERIVED,true,0,1E6,86400,0,,
bbl/d,barrel per day,L3/T,false,derived,m3/s,DERIVED,true,0,0.158987294928,8.64E4,0,,
bbl/h,barrel per hour,L3/T,false,derived,m3/s,DERIVED,true,0,0.158987294928,3600,0,,
bbl/min,barrel per minute,L3/T,false,derived,m3/s,DERIVED,true,0,0.158987294928,60,0,,
cm3/h,cubic centimetre per hour,L3/T,true,derived,m3/s,DERIVED,true,0,1E-6,3600,0,,
cm3/min,cubic centimetre per minute,L3/T,true,derived,m3/s,DERIVED,true,0,1E-6,60,0,,
cm3/s,cubic centimetre per second,L3/T,true,derived,m3/s,DERIVED,true,0,1E-6,1,0,,
dm3/s,cubic decimetre per second,L3/T,true,derived,m3/s,DERIVED,true,0,1E-3,1,0,,
ft3/d,cubic foot per day,L3/T,false,derived,m3/s,DERIVED,true,0,0.028316846592,8.64E4,0,,
ft3/h,cubic foot per hour,L3/T,false,derived,m3/s,DERIVED,true,0,0.028316846592,3600,0,,
ft3/min,cubic foot per minute,L3/T,false,derived,m3/s,DERIVED,true,0,0.028316846592,60,0,,
ft3/s,cubic foot per second,L3/T,false,derived,m3/s,DERIVED,true,0,0.028316846592,1,0,,
gal[UK]/d,UK gallon per day,L3/T,false,derived,m3/s,DERIVED,true,0,4.54609E-3,8.64E4,0,,
gal[UK]/h,UK gallon per hour,L3/T,false,derived,m3/s,DERIVED,true,0,4.54609E-3,3600,0,,
gal[UK]/min,UK gallon per minute,L3/T,false,derived,m3/s,DERIVED,true,0,4.54609E-3,60,0,,
gal[US]/d,US gallon per day,L3/T,false,derived,m3/s,DERIVED,true,0,3.785411784E-3,86400,0,,
gal[US]/h,US gallon per hour,L3/T,false,derived,m3/s,DERIVED,true,0,3.785411784E-3,3600,0,,
gal[US]/min,US gallon per minute,L3/T,false,derived,m3/s,DERIVED,true,0,3.785411784E-3,60,0,,
L/h,litre per hour,L3/T,true,derived,m3/s,DERIVED,true,0,1E-3,3600,0,,
L/min,litre per minute,L3/T,true,derived,m3/s,DERIVED,true,0,1E-3,60,0,,
L/s,litre per second,L3/T,true,derived,m3/s,DERIVED,true,0,1E-3,1,0,,
m3/d,cubic metre per day,L3/T,true,derived,m3/s,DERIVED,true,0,1,86400,0,,
m3/h,cubic metre per hour,L3/T,true,derived,m3/s,DERIVED,true,0,1,3600,0,,
m3/min,cubic metre per minute,L3/T,true,derived,m3/s,DERIVED,true,0,1,60,0,,
m3/s2,cubic metre per second squared,L3/T2,true,derived,IS-BASE,,,,,,,,
bbl/d2,(barrel per day) per day,L3/T2,false,derived,m3/s2,DERIVED,true,0,0.158987294928,7.46496E9,0,,
bbl/h2,(barrel per hour) per hour,L3/T2,false,derived,m3/s2,DERIVED,true,0,0.158987294928,1.296E7,0,,
dm3/s2,(cubic decimetre per second) per second,L3/T2,true,derived,m3/s2,DERIVED,true,0,1E-3,1,0,,
ft3/d2,(cubic foot per day) per day,L3/T2,false,derived,m3/s2,DERIVED,true,0,0.028316846592,7.46496E9,0,,
ft3/h2,(cubic foot per hour) per hour,L3/T2,false,derived,m3/s2,DERIVED,true,0,0.028316846592,1.296E7,0,,
ft3/min2,(cubic foot per minute) per minute,L3/T2,false,derived,m3/s2,DERIVED,true,0,0.028316846592,3600,0,,
ft3/s2,(cubic foot per second) per second,L3/T2,false,derived,m3/s2,DERIVED,true,0,0.028316846592,1,0,,
gal[UK]/h2,(UK gallon per hour) per hour,L3/T2,false,derived,m3/s2,DERIVED,true,0,4.54609E-3,1.296E7,0,,
gal[UK]/min2,(UK gallon per minute) per minute,L3/T2,false,derived,m3/s2,DERIVED,true,0,4.54609E-3,3600,0,,
gal[US]/h2,(US gallon per hour) per hour,L3/T2,false,derived,m3/s2,DERIVED,true,0,3.785411784E-3,1.296E7,0,,
gal[US]/min2,(US gallon per minute) per minute,L3/T2,false,derived,m3/s2,DERIVED,true,0,3.785411784E-3,3600,0,,
L/s2,(litre per second) per second,L3/T2,true,derived,m3/s2,DERIVED,true,0,1E-3,1,0,,
m3/d2,(cubic metre per day) per day,L3/T2,true,derived,m3/s2,DERIVED,true,0,1,7.46496E9,0,,
ohm.m,ohm metre,L3M/I2T3,true,derived,IS-BASE,,,,,,,,
kohm.m,kiloohm metre,L3M/I2T3,true,derived,ohm.m,DERIVED,true,0,1E3,1,0,,
nohm.mil2/ft,nanoohm square mil per foot,L3M/I2T3,false,derived,ohm.m,DERIVED,true,0,6.4516E-19,0.3048,0,,
nohm.mm2/m,nanoohm square milimetre per metre,L3M/I2T3,true,derived,ohm.m,DERIVED,true,0,1E-15,1,0,,
ohm.cm,ohm centimetre,L3M/I2T3,true,derived,ohm.m,DERIVED,true,0,0.01,1,0,,
ohm.m2/m,ohm square metre per metre,L3M/I2T3,true,derived,ohm.m,DERIVED,true,0,1,1,0,,
Wb.m,weber metre,L3M/IT2,true,derived,IS-BASE,,,,,,,,
N.m2,newton square metre,L3M/T2,true,derived,IS-BASE,,,,,,,,
dyne.cm2,dyne square centimetre,L3M/T2,false,derived,N.m2,DERIVED,true,0,1E-9,1,0,,
kgf.m2,thousand gram-force square metre,L3M/T2,false,derived,N.m2,DERIVED,true,0,9.80665,1,0,,
kN.m2,kilonewton square metre,L3M/T2,true,derived,N.m2,DERIVED,true,0,1E3,1,0,,
lbf.in2,pound-force square inch,L3M/T2,false,derived,N.m2,DERIVED,true,0,2.86981465730146418E-3,1,0,,
mN.m2,millinewton square metre,L3M/T2,true,derived,N.m2,DERIVED,true,0,1E-3,1,0,,
pdl.cm2,poundal square centimetre,L3M/T2,false,derived,N.m2,DERIVED,true,0,1.38254954376E-5,1,0,,
tonf[UK].ft2,UK ton-force square foot,L3M/T2,false,derived,N.m2,DERIVED,true,0,925.6874158591602859008,1,0,,
tonf[US].ft2,US ton-force square foot,L3M/T2,false,derived,N.m2,DERIVED,true,0,826.50662130282168384,1,0,,
m2/(Pa.s),square metre per pascal second,L3T/M,true,derived,IS-BASE,,,,,,,,
TD[API]/(Pa.s),teradarcy-API per pascal second,L3T/M,true,derived,IS-BASE,,,,,,,m2/(Pa.s),
bbl/(ft.psi.d),barrel per day foot psi,L3T/M,false,derived,m2/(Pa.s),DERIVED,true,0,1.0257224319574848E-4,1.1714267073583299456E5,0,,
ft3/(ft.psi.d),cubic foot per day foot psi,L3T/M,false,derived,m2/(Pa.s),DERIVED,true,0,5.99373252864E-5,3.843263475585072E5,0,,
m2/(kPa.d),square metre per kilopascal day,L3T/M,true,derived,m2/(Pa.s),DERIVED,true,0,1,8.64E7,0,,
D/(Pa.s),darcy per pascal second,L3T/M,false,derived,TD[API]/(Pa.s),DERIVED,true,0,1E-12,1.01325,0,,
D/cP,darcy per centipoise,L3T/M,false,derived,TD[API]/(Pa.s),DERIVED,true,0,1E-9,1.01325,0,,
mD.ft2/(lbf.s),millidarcy square foot per pound-force second,L3T/M,false,derived,TD[API]/(Pa.s),DERIVED,true,0,9.290304E-17,4.507160551662701625,0,,
mD.in2/(lbf.s),millidarcy square inch per pound-force second,L3T/M,false,derived,TD[API]/(Pa.s),DERIVED,true,0,6.4516E-19,4.507160551662701625,0,,
mD/(Pa.s),millidarcy per pascal second,L3T/M,false,derived,TD[API]/(Pa.s),DERIVED,true,0,1E-15,1.01325,0,,
mD/cP,millidarcy per centipoise,L3T/M,false,derived,TD[API]/(Pa.s),DERIVED,true,0,1E-12,1.01325,0,,
cm4,centimetre to the fourth power,L4,true,derived,m4,DERIVED,true,0,1E-8,1,0,,
m4,metre to the fourth power,L4,true,derived,IS-BASE,,,,,,,,
in4,inch to the fourth power,L4,false,derived,m4,DERIVED,true,0,4.162314256E-7,1,0,,
m4/s,metre to the fourth power per second,L4/T,true,derived,IS-BASE,,,,,,,,
1000 bbl.ft/d,thousand barrel foot per day,L4/T,false,derived,m4/s,DERIVED,true,0,48.4593274940544,8.64E4,0,,
1000 m4/d,thousand (cubic metre per day) metre,L4/T,false,derived,m4/s,DERIVED,true,0,1E3,86400,0,,
m3/(Pa.s),cubic metre per pascal second,L4T/M,true,derived,IS-BASE,,,,,,,,
1000 ft3/(psi.d),(thousand cubic foot per day) per psi,L4T/M,false,derived,m3/(Pa.s),DERIVED,true,0,0.01826889674729472,3.843263475585072E5,0,,
bbl/(kPa.d),(barrel per day) per kilopascal,L4T/M,false,derived,m3/(Pa.s),DERIVED,true,0,0.158987294928,8.64E7,0,,
bbl/(psi.d),(barrel per day) per psi,L4T/M,false,derived,m3/(Pa.s),DERIVED,true,0,1.0257224319574848E-4,3.843263475585072E5,0,,
L/(bar.min),(litre per minute) per bar,L4T/M,true,derived,m3/(Pa.s),DERIVED,true,0,1E-3,6E6,0,,
m3/(bar.d),(cubic metre per day) per bar,L4T/M,true,derived,m3/(Pa.s),DERIVED,true,0,1.,8.64E9,0,,
m3/(bar.h),(cubic metre per hour) per bar,L4T/M,true,derived,m3/(Pa.s),DERIVED,true,0,1,3.6E8,0,,
m3/(bar.min),(cubic metre per minute) per bar,L4T/M,true,derived,m3/(Pa.s),DERIVED,true,0,1,6E6,0,,
m3/(kPa.d),(cubic metre per day) per kilopascal,L4T/M,true,derived,m3/(Pa.s),DERIVED,true,0,1,8.64E7,0,,
m3/(kPa.h),(cubic metre per hour) per kilopascal,L4T/M,true,derived,m3/(Pa.s),DERIVED,true,0,1,3.6E6,0,,
m3/(psi.d),(cubic metre per day) per psi,L4T/M,false,derived,m3/(Pa.s),DERIVED,true,0,0.00064516,3.843263475585072E5,0,,
m3/Pa,cubic metre per Pascal,L4T2/M,true,derived,IS-BASE,,,,,,,,
